,n16S,nge,ncds,genome_size,GC,phi,clade_size,npaths_terminal,branch_length
1300,4.5,1.0,1.0,2324701.0,47.45429004985,0.5747556250515,2,135.5,0.0014684
1302,4.333333333333333,1.0,1.0,2347132.0,47.43173187266667,0.5755102751910001,3,136.0,0.0975048
1309,5.5,1.5,1.5,6497634.5,60.45619167155,0.588081720688,2,230.0,0.00270693
1311,5.333333333333333,1.3333333333333333,1.3333333333333333,6565777.0,61.222754516100004,0.5907024621743333,3,232.66666666666666,0.00148822
1312,5.25,1.25,1.25,6704876.0,61.57703721885001,0.59194683411825,4,234.25,0.00933771
1313,5.2,1.2,1.2,6694380.0,61.367791224280005,0.5948991201916,5,233.8,0.00255223
1314,5.333333333333333,1.1666666666666667,1.1666666666666667,6643961.833333333,60.94009420461666,0.5944121411935,6,235.0,0.00505686
1315,5.571428571428571,1.1428571428571428,1.1428571428571428,6694560.714285715,60.6639629355,0.5945225508552857,7,235.42857142857142,0.00595535
1318,6.0,1.0,1.0,6379327.5,59.781009769600004,0.601767312962,2,236.5,0.00301297
1320,6.0,1.3333333333333333,1.3333333333333333,6259400.666666667,58.51074480076667,0.6033576283530001,3,251.0,0.0096339
1322,5.75,1.25,1.25,6284614.5,59.39170322117501,0.6034315070932501,4,242.75,0.0130734
1323,5.636363636363637,1.1818181818181819,1.1818181818181819,6545489.363636363,60.20132303938181,0.5977621713054546,11,238.0909090909091,0.00599125
1329,5.5,1.0,1.0,6298376.5,60.127162269699994,0.609910324075,2,242.0,0.00152344
1330,5.333333333333333,1.0,1.0,6036331.333333333,60.36719718613333,0.6095541496893334,3,229.66666666666666,0.00463461
1331,5.25,1.0,1.0,6207883.25,60.401539218050004,0.6151428041352499,4,236.0,0.00142196
1332,5.2,1.0,1.0,6368841.0,60.41855747211999,0.6146226462655999,5,234.6,0.0141124
1338,6.0,1.5,1.5,6587288.0,57.63260416295,0.576534997148,2,216.5,0.00228616
1342,5.0,2.5,2.5,6596487.0,56.890721784250005,0.614128040452,2,199.5,0.00149816
1343,5.0,2.3333333333333335,2.3333333333333335,6334875.666666667,56.69916112043333,0.607404586645,3,202.0,0.0152447
1344,5.4,2.0,2.0,6435840.6,57.07253833744001,0.5950567508462,5,207.8,1.13079e-06
1345,5.333333333333333,1.8333333333333333,1.8333333333333333,6349683.666666667,57.41588512955,0.5954097582226666,6,208.83333333333334,0.0254126
1347,5.285714285714286,1.8571428571428572,1.8571428571428572,6300123.0,57.31213027124286,0.5951365372298572,7,210.71428571428572,0.00142896
1348,5.25,2.0,2.0,6276663.625,57.151550456825,0.595741061267375,8,214.75,0.00149745
1351,5.0,1.0,1.0,6094258.5,59.19735269985,0.603900965192,2,226.5,1.13079e-06
1352,5.2,1.8,1.8,6240182.6,57.56071090542999,0.5973730420523,10,217.1,0.00293911
1353,5.181818181818182,1.7272727272727273,1.7272727272727273,6316065.363636363,58.082912562627264,0.5984564118995455,11,222.1818181818182,0.0258767
1356,5.0,1.0,1.0,6844540.0,60.7866567282,0.6221924066775,2,266.5,0.00148548
1357,5.153846153846154,1.6153846153846154,1.6153846153846154,6397369.153846154,58.498873203484614,0.6021081034038461,13,229.0,0.00474137
1363,6.5,1.0,1.0,5960661.5,61.478602461,0.586787488391,2,217.5,1.13079e-06
1364,6.666666666666667,1.0,1.0,6181057.0,61.76586563643334,0.5912387051636667,3,226.66666666666666,1.13079e-06
1375,6.0,1.0,1.0,5563520.0,61.2575998994,0.5844537451695,2,222.5,0.0194068
1378,7.0,1.0,1.0,6130403.5,63.78916061070001,0.5786536834875,2,207.0,0.00615517
1379,6.5,1.0,1.0,5846961.75,62.52338025505,0.5815537143285,4,214.75,0.0014087
1380,6.6,1.0,1.0,5924220.2,62.498073727560005,0.5833430478480001,5,214.4,1.13079e-06
1382,6.333333333333333,1.0,1.0,6017527.166666667,62.49237038578334,0.5846075592676667,6,213.66666666666666,1.13079e-06
1384,6.285714285714286,1.0,1.0,6012850.428571428,62.46809185491429,0.5837218021037144,7,212.0,0.00150637
1385,6.375,1.0,1.0,5997658.125,62.569866316150005,0.5843334355561249,8,212.75,0.00301531
1386,6.111111111111111,1.0,1.0,5878003.777777778,62.674512143688894,0.5832984591735555,9,215.88888888888889,1.13079e-06
1388,6.2,1.0,1.0,5908389.7,62.55947000082001,0.5852536945103,10,214.8,1.13079e-06
1389,6.181818181818182,1.0,1.0,5913078.2727272725,62.49605764305455,0.5870372596709091,11,214.72727272727272,0.00199652
1390,6.166666666666667,1.0833333333333333,1.0833333333333333,5952191.25,62.27351847819167,0.5877951265528333,12,217.0,0.00302694
1391,6.230769230769231,1.0769230769230769,1.0769230769230769,5885685.692307692,62.36505992712308,0.5877596154000769,13,216.07692307692307,0.00507262
1392,6.285714285714286,1.0714285714285714,1.0714285714285714,5899453.142857143,62.334858857664294,0.5882593102680714,14,217.42857142857142,0.00690431
1393,6.266666666666667,1.0666666666666667,1.0666666666666667,5824849.8,62.39538309536667,0.5881223586623333,15,216.46666666666667,0.0191235
1394,6.333333333333333,1.0555555555555556,1.0555555555555556,5884217.666666667,62.29046351887777,0.5886417497458889,18,218.16666666666666,0.00149321
1396,6.315789473684211,1.0526315789473684,1.0526315789473684,5936144.47368421,62.25401269656842,0.5891972833585789,19,219.05263157894737,0.00432969
1397,6.35,1.05,1.05,5928053.75,62.213091818005,0.589443904542,20,219.55,0.00333503
1401,2.5,1.0,1.0,3923938.5,62.2255735031,0.555678947615,2,197.5,0.0143864
1404,4.0,1.0,1.0,4608786.5,63.93291355455,0.5589041806055,2,209.0,1.13079e-06
1406,4.0,1.0,1.0,4588501.0,63.9314172297,0.5578377420566666,3,201.66666666666666,0.0158215
1409,4.0,1.0,1.0,4691662.0,62.339958040599996,0.5694537960225,2,170.0,0.0073924
1411,4.0,1.0,1.0,4939225.666666667,62.39595133623333,0.5681064791873334,3,181.33333333333334,0.00916714
1415,4.5,1.0,1.0,5929606.0,65.42507708555001,0.5533859741539999,2,229.5,0.0390845
1418,5.0,1.0,1.0,4874399.0,65.16546799279999,0.5617477160355,2,201.5,0.026696
1420,5.0,1.3333333333333333,1.3333333333333333,5411208.666666667,63.76560653343333,0.5615420383476667,3,213.66666666666666,0.0312525
1424,2.5,1.0,1.0,6303870.5,66.53394291305,0.562290617937,2,219.5,1.13079e-06
1425,3.0,1.0,1.0,6342917.0,66.49709965506666,0.563525011969,3,218.66666666666666,0.0173464
1426,4.0,1.1666666666666667,1.1666666666666667,5877062.833333333,65.13135309425,0.5625335251583333,6,216.16666666666666,0.0167098
1427,4.125,1.125,1.125,5890198.625,65.20478409207502,0.56024663740725,8,219.5,0.0136
1428,4.333333333333333,1.7777777777777777,1.7777777777777777,5812652.777777778,64.61877016164446,0.5609269379058889,9,218.88888888888889,0.0138906
1429,4.25,1.5833333333333333,1.5833333333333333,5594296.0,64.06306545529168,0.5627218232262501,12,209.5,0.0130675
1431,4.230769230769231,1.6153846153846154,1.6153846153846154,5535765.153846154,63.76910747943847,0.5626568620660001,13,209.0,0.00155779
1433,4.214285714285714,1.7857142857142858,1.7857142857142858,5468959.714285715,63.47394681182144,0.5624097638344286,14,208.71428571428572,0.00106921
1434,4.176470588235294,1.6470588235294117,1.6470588235294117,5313584.647058823,63.5546768855647,0.5616029364618824,17,207.47058823529412,0.00448174
1435,4.0,1.5789473684210527,1.5789473684210527,5167306.105263158,63.414771266357896,0.5609793586885266,19,206.42105263157896,0.0264292
1437,4.0,1.55,1.55,5144394.0,63.37730929473501,0.5612537968702002,20,206.4,0.00282621
1438,4.0,1.5238095238095237,1.5238095238095237,5124725.666666667,63.24407562543334,0.5617843525488097,21,206.38095238095238,0.0125114
1440,4.0,1.5,1.5,5122365.7272727275,63.309169678154554,0.5620820272648638,22,207.27272727272728,0.0173049
1441,5.119047619047619,1.2857142857142858,1.2857142857142858,5506026.69047619,62.78722783998809,0.5751114926349287,42,213.11904761904762,0.0199876
1442,5.162790697674419,1.2790697674418605,1.2790697674418605,5521779.279069767,62.72368439934419,0.5755925073417442,43,214.51162790697674,0.025834
1443,5.160714285714286,1.3571428571428572,1.3571428571428572,5725041.214285715,61.74292465744819,0.5817479135704465,56,217.875,0.00450237
1444,5.163934426229508,1.3278688524590163,1.3278688524590163,5777811.68852459,61.634369970126215,0.5844425637913605,61,219.24590163934425,0.00987086
1445,5.236111111111111,1.3055555555555556,1.3055555555555556,5895095.777777778,61.4154322445958,0.5864775038282358,72,222.125,0.0513163
1446,5.2,1.2933333333333332,1.2933333333333332,5753177.226666667,60.85608422971864,0.5860388146827463,75,218.68,0.10184
1447,6.774859287054409,1.9887429643527204,1.9887429643527204,4570831.675422139,49.51316568002966,0.5778055319170545,533,209.41838649155721,0.0182752
1448,6.699815837937385,1.977900552486188,1.977900552486188,4570272.4622467775,49.62086317705345,0.5776672769420167,543,208.63720073664825,0.0111092
1449,6.56794425087108,1.951219512195122,1.951219512195122,4499390.792682927,49.2356151472556,0.5790014288882374,574,205.3588850174216,0.020185
1452,2.0,1.0,1.0,2673657.5,43.73160763855,0.563194047228,2,132.5,0.15777
1456,1.0,1.0,1.0,1091468.0,32.81419082795,0.6370948362285,2,113.0,0.0499182
1458,1.0,1.0,1.0,1299028.0,34.35556306663333,0.6183617731933334,3,124.33333333333333,0.03586
1459,1.0,1.0,1.0,1352383.25,35.5526221072,0.61179932004475,4,121.75,0.163542
