,n16S,nge,ncds,genome_size,GC,phi,clade_size,npaths_terminal,nec_terminal,branch_length
447,1.8275862068965518,1.2758620689655173,1650.551724137931,1686345.5862068965,37.325011484424664,0.6298929219506452,29.0,103.0,190.79310344827587,0.0504066
448,2.0952380952380953,2.015873015873016,2770.7698412698414,2996333.5476190476,51.11873882951177,0.5828793967894351,126.0,117.58730158730158,199.62698412698413,0.0117917
449,1.6556603773584906,1.6367924528301887,2458.306603773585,2567989.820754717,49.08486363520754,0.6191853065873382,212.0,110.59905660377359,155.7311320754717,0.170057
450,1.6572769953051643,1.6338028169014085,2452.849765258216,2561770.8169014086,49.00294874147559,0.6209731689977263,213.0,110.59154929577464,156.5117370892019,0.134499
451,1.663594470046083,1.631336405529954,2439.188940092166,2545924.4470046083,49.004822763828734,0.6258990907647105,217.0,110.47926267281106,156.66820276497697,0.0651102
452,1.6902654867256637,1.6061946902654867,2416.5442477876104,2534129.309734513,48.28083312946044,0.6323411750607916,226.0,110.26548672566372,155.49557522123894,0.0137036
455,2.5,1.0,2408.0,2565147.0,35.780210099868015,0.8224804008970694,2.0,126.5,362.0,0.0139055
457,2.6666666666666665,1.3333333333333333,2364.6666666666665,2533289.6666666665,36.683400276668806,0.8263918902995032,3.0,119.33333333333333,241.33333333333334,0.0186485
458,1.703056768558952,1.6026200873362446,2415.8646288209607,2534118.310043668,48.128901694707714,0.6348833241687224,229.0,110.38427947598254,156.62008733624455,0.0253513
459,1.7043478260869565,1.6,2415.2521739130434,2533997.0347826085,48.091060342891446,0.635825493908753,230.0,110.34347826086956,156.06521739130434,0.0121252
