,n16S,nge,ncds,genome_size,GC,phi,clade_size,npaths_terminal,nec_terminal,branch_length
103,1.0,1.0,1770.0,1525490.5,32.51299343530686,0.24298460455739496,2.0,97.0,27.0,0.00612271
104,1.0,1.0,1859.0,1618023.6666666667,32.81095354207405,0.25283673853865113,3.0,96.33333333333333,31.333333333333332,0.0306905
105,1.0,1.0,1747.25,1521549.75,32.897654240806524,0.2282476097295999,4.0,95.25,33.25,0.0329903
106,1.0,1.0,1783.0,1567260.3333333333,35.79528696712765,0.2178700372841528,6.0,95.16666666666667,31.666666666666668,0.234094
107,1.0,1.0,1927.5714285714287,1704500.0,38.212453722624105,0.2629671461628937,7.0,94.57142857142857,27.142857142857142,0.124491
108,1.0,1.0,1891.75,1693611.75,38.62823882382317,0.3289675558560857,8.0,93.125,26.375,0.206338
112,1.0,1.0,2503.5,2460357.5,34.74715523520983,0.38182185604580166,2.0,126.0,303.5,0.0502942
117,1.0,1.0,2692.5,2650617.0,35.054602777362504,0.40007609009578915,2.0,124.5,205.0,1e-06
120,1.0,1.0,2702.5,2830609.5,35.80616440247465,0.4008749352602344,2.0,120.0,54.0,0.00111558
121,1.0,1.0,2697.5,2740613.25,35.43038358991858,0.40047551267801174,4.0,122.25,129.5,1e-06
123,1.0,1.0,2708.8,2739745.0,35.3665108048772,0.39852342521410883,5.0,129.4,220.4,0.000654071
124,1.0,1.1666666666666667,2720.5,2758855.8333333335,35.35632644065076,0.39593119582667935,6.0,130.5,233.33333333333334,0.054241
125,1.0,1.1428571428571428,2701.8571428571427,2748778.8571428573,35.27331574617692,0.4007216778379371,7.0,129.0,200.0,0.0462575
128,1.0,1.0,2293.5,2212365.5,32.61232939677445,0.3162707591409624,2.0,113.0,16.0,0.0226325
132,1.0,1.0,2297.5,2191525.0,46.225276919239946,0.3090667792064916,2.0,129.0,360.5,0.0134658
135,1.0,1.0,2129.5,2192228.0,42.86364608384201,0.31393458065499497,2.0,105.5,27.5,0.00821265
136,1.0,1.0,2213.5,2191876.5,44.54446150154098,0.31150067993074326,4.0,117.25,194.0,0.102938
137,1.0,1.0,2342.4,2342932.4,42.01634442996177,0.29903500250331067,5.0,117.8,160.0,0.0436795
138,1.0,1.0,2328.4285714285716,2305627.5714285714,39.32948299190825,0.3039595043997826,7.0,116.42857142857143,118.85714285714286,0.0779319
139,1.0,1.0714285714285714,2515.1428571428573,2527203.214285714,37.301399369042585,0.3523405911188599,14.0,122.71428571428571,159.42857142857142,0.0159928
140,1.0,1.0625,2513.6875,2518847.5,36.98211885231349,0.3560257492347276,16.0,123.125,177.4375,0.0264871
141,1.0,1.0588235294117647,2489.823529411765,2509102.882352941,37.8152307228068,0.3649282217858091,17.0,122.05882352941177,177.8235294117647,0.136476
144,1.0,1.0,1476.0,1517751.0,57.497627090015,0.7897787621652761,2.0,95.5,158.0,0.0421567
146,1.0,1.0,1480.6666666666667,1527449.3333333333,48.34309059582373,0.76905860545395,3.0,95.0,107.0,0.112364
150,1.0,1.0,1844.0,1845499.5,53.82534535091159,0.8356135754313989,2.0,78.0,99.0,0.0241229
151,1.0,1.0,1864.6666666666667,1844755.3333333333,54.18494547957106,0.8264017712139388,3.0,77.0,105.66666666666667,0.0375278
152,1.0,1.0,1672.6666666666667,1686102.3333333333,51.264018037697404,0.7977301883339445,6.0,86.0,106.33333333333333,0.0113465
153,1.0,1.0434782608695652,2276.6521739130435,2294407.086956522,41.32361002234348,0.4778330826244531,23.0,112.65217391304348,159.17391304347825,0.013934
156,1.0,1.0,1462.5,1346101.0,50.71038449834674,0.7983917105088275,2.0,61.0,3.0,0.0888544
159,1.0,1.0,1592.0,1575416.0,36.282422521066096,0.9118437853972139,2.0,90.5,161.0,0.0211155
163,1.0,1.0,1404.0,1374669.5,45.083935112283505,0.8009312964384157,2.0,75.5,77.5,0.0246592
164,1.0,1.0,1384.3333333333333,1354659.3333333333,47.76984372240961,0.8162195143884828,3.0,73.66666666666667,52.666666666666664,0.0303731
166,1.0,1.0,1380.25,1345143.25,47.510968100880994,0.8306183946228705,4.0,74.75,83.0,0.0222524
168,1.0,1.0,1384.2,1347378.2,49.13700547078234,0.8460724521681444,5.0,73.4,67.4,0.00997588
169,1.0,1.0,1443.5714285714287,1412531.857142857,45.46426748514913,0.8648642616621641,7.0,78.28571428571429,94.14285714285714,0.0192756
170,1.0,1.0,1447.7777777777778,1397769.4444444445,46.630071265859705,0.8500925836280895,9.0,74.44444444444444,73.88888888888889,0.032459
171,1.0,1.03125,2043.53125,2042227.75,42.816052247082425,0.5825310672817259,32.0,101.90625,135.1875,0.07538
174,1.0,1.5,1845.5,1781826.0,52.076198103351864,0.8246526862407575,2.0,68.5,66.5,0.0163256
176,1.0,1.3333333333333333,1777.0,1725213.3333333333,50.69750578301491,0.821096233813253,3.0,64.66666666666667,54.333333333333336,0.0865206
180,1.0,1.0,2387.0,2336560.0,43.907355145418805,0.6448526571394444,2.0,112.0,107.5,0.0203124
183,1.0,1.0,2034.5,1888802.5,57.391670091938295,0.5796855877955941,2.0,129.0,218.0,0.0298248
187,1.0,1.0,2301.0,2171753.0,53.20669872053216,0.49279871091567395,2.0,106.5,62.0,0.0102472
188,1.0,1.0,2189.0,2056636.0,52.00414839543444,0.5096125807275019,3.0,106.0,43.333333333333336,0.0360329
189,1.0,1.0,2127.2,1989502.6,54.15915707403599,0.5376417835547389,5.0,115.2,113.2,0.082557
190,1.0,1.0,2201.4285714285716,2088661.857142857,51.23007080871679,0.5682734617217975,7.0,114.28571428571429,111.57142857142857,0.0214704
191,1.0,1.0,2176.75,2087275.0,50.2132922571795,0.5701513487191316,8.0,114.75,119.125,0.102714
192,1.0,1.0909090909090908,2067.7272727272725,1988530.9090909092,50.34535049149826,0.6385908628357101,11.0,101.0909090909091,101.45454545454545,0.0509507
193,1.0,1.0465116279069768,2049.720930232558,2028491.3488372094,44.742151797979496,0.5968719452141404,43.0,101.69767441860465,126.55813953488372,0.11285
194,1.0,1.0392156862745099,2024.9411764705883,1975961.2156862745,43.783106625562816,0.5548477272756221,51.0,100.3529411764706,110.84313725490196,0.0762757
195,1.0,1.0384615384615385,2017.6346153846155,1968553.4423076923,43.88344488074621,0.5528883891739729,52.0,100.03846153846153,111.01923076923077,0.0972987
196,1.0,1.0377358490566038,1997.5283018867924,1949378.0377358492,43.79800897918069,0.5424565327744639,53.0,98.79245283018868,109.11320754716981,0.0685959
197,1.0116279069767442,1.0813953488372092,2000.5116279069769,1940416.453488372,46.10499997843624,0.6723776860586844,86.0,100.36046511627907,91.4186046511628,0.0217769
202,1.0,1.0,2424.5,2247343.5,48.32908877502523,0.7907507228965145,2.0,108.5,150.0,0.0361082
206,1.0,1.5,2125.5,1879844.5,43.0699864459568,0.7863993476718062,2.0,110.5,190.5,0.0697738
208,1.0,1.3333333333333333,2133.6666666666665,1873501.3333333333,44.32687714018969,0.7675994479477216,3.0,107.66666666666667,156.0,0.0228162
209,1.0,1.25,2096.5,1847649.25,46.52229922568043,0.784203890848211,4.0,106.5,139.25,0.0261678
210,1.0,1.1666666666666667,2205.8333333333335,1980880.6666666667,47.124562408795356,0.7863861681976454,6.0,107.16666666666667,142.83333333333334,0.0161127
211,1.0,1.1428571428571428,2184.285714285714,1969603.857142857,47.1137665616409,0.7988454713327785,7.0,109.0,170.0,0.0317617
212,1.0,1.125,2183.5,1983019.75,46.629419567287485,0.8017513033633288,8.0,107.0,148.875,0.143839
219,2.5,3.5,3059.0,3374312.0,67.26028250140213,0.42220133943467814,2.0,138.5,141.5,0.0610102
222,2.5,2.0,3016.5,3218134.0,65.83220915849907,0.41772196152693786,2.0,136.5,242.0,0.018562
223,2.5,2.75,3037.75,3296223.0,66.5462458299506,0.41996165048080797,4.0,137.5,191.75,0.0874912
224,2.4,2.6,2999.2,3258165.8,66.430400136085,0.42550046568587374,5.0,136.6,159.0,0.0627924
226,2.3333333333333335,2.3333333333333335,3026.8333333333335,3267324.8333333335,65.87758349100594,0.4505241510795392,6.0,138.0,176.5,0.0476195
227,2.2857142857142856,2.4285714285714284,3067.714285714286,3321015.285714286,65.37803473546684,0.4443761348988605,7.0,140.0,218.85714285714286,0.0196694
228,2.25,2.25,3082.75,3322391.125,64.56503177302618,0.4417316793700007,8.0,138.875,195.0,0.0359491
231,2.0,3.0,2712.5,3219918.5,47.76850876221789,0.2522103887530885,2.0,160.5,597.5,0.129786
233,2.0,4.0,3065.0,3461434.6666666665,51.82588783254777,0.2949242230706883,3.0,156.0,461.6666666666667,0.0396874
237,2.0,5.0,3785.5,3965677.0,65.84193474594244,0.5074543469217325,2.0,78.0,175.0,0.00781428
238,2.0,4.666666666666667,3776.3333333333335,3945353.6666666665,63.984931263049894,0.5037754197331044,3.0,101.66666666666667,186.33333333333334,0.0486307
239,2.0,4.333333333333333,3420.6666666666665,3703394.1666666665,57.90540954779883,0.3993498214018963,6.0,128.83333333333334,324.0,0.0303896
243,2.0,3.0,3552.0,3651483.5,66.2613453222506,0.48994020490946666,2.0,132.5,242.0,0.0137165
244,2.0,2.6666666666666665,3522.3333333333335,3602019.6666666665,66.06736538418318,0.4893207056120738,3.0,135.33333333333334,244.66666666666666,0.113833
246,2.0,3.5,3763.75,3944794.25,65.96874998813495,0.5183900351017996,4.0,135.0,191.0,0.0238431
247,2.0,4.0,3557.9,3799954.2,61.13074572393329,0.44696590688185756,10.0,131.3,270.8,0.0375185
248,2.111111111111111,3.2222222222222223,3346.722222222222,3587703.9444444445,62.65709507908568,0.44463958354325445,18.0,134.66666666666666,237.11111111111111,0.0403454
249,2.1578947368421053,3.263157894736842,3344.3684210526317,3582610.263157895,62.715804358500975,0.44617928271276486,19.0,134.26315789473685,238.52631578947367,0.0215167
252,1.0,2.0,2168.0,2231619.0,62.804178854685944,0.5794378616917236,2.0,121.0,63.5,0.0495958
254,1.0,1.6666666666666667,2106.3333333333335,2145173.6666666665,63.12400883783127,0.6014412027581822,3.0,115.0,42.333333333333336,0.0245743
258,1.0,2.5,2784.0,2866785.0,66.18283364173013,0.6133335247278903,2.0,130.0,95.5,0.0161336
259,1.0,3.0,2903.0,2954638.3333333335,66.31329824161483,0.6017711526901862,3.0,131.0,64.0,0.0675273
260,1.0,2.3333333333333335,2504.6666666666665,2549906.0,64.71865353972305,0.6016061777241843,6.0,123.0,53.166666666666664,0.0323426
263,1.0,2.0,2708.5,2831134.5,63.82275092272789,0.688064274026496,2.0,156.5,645.0,0.10531
268,3.5,3.0,4051.0,4347830.5,64.96586320672517,0.4896956285066018,2.0,161.0,194.5,0.020706
270,3.3333333333333335,2.3333333333333335,3887.3333333333335,4161339.0,64.05574831129502,0.4878220417601539,3.0,158.66666666666666,185.0,0.0150961
273,3.0,2.5,3551.0,3821374.0,62.398419347752835,0.4862264101008188,2.0,144.0,269.0,0.0252067
275,2.6666666666666665,2.0,3565.0,3857764.6666666665,62.96837768826223,0.4785804967293356,3.0,146.33333333333334,188.66666666666666,0.0386383
277,2.75,2.5,3695.5,3982140.5,63.52218629673349,0.48269226114101066,4.0,109.75,283.0,0.0206742
281,3.0,2.5,3811.0,4073857.5,64.04863551201542,0.5098470659692833,2.0,73.0,123.0,0.0249785
284,2.5,5.5,4314.5,4638289.0,62.80842900278875,0.49046360657324395,2.0,150.0,166.5,0.0134539
285,2.75,4.0,4062.75,4356073.25,63.42853225740209,0.5001553362712636,4.0,111.5,144.75,0.0201597
287,2.8,4.0,4065.2,4373587.2,62.952861580622745,0.49358225016196133,5.0,89.2,155.2,0.0181756
288,2.6666666666666665,4.166666666666667,4017.5,4333185.333333333,62.61035414879257,0.48089906530990095,6.0,98.33333333333333,141.0,0.00574216
289,2.7,3.5,3888.7,4192767.4,62.97508700796893,0.4816163436423448,10.0,102.9,197.8,0.0176746
290,2.8461538461538463,3.230769230769231,3888.3846153846152,4185514.6923076925,63.22447038565958,0.4830484278233777,13.0,115.76923076923077,194.84615384615384,0.0426778
291,2.7142857142857144,3.5,3867.1428571428573,4150738.6428571427,63.17419359756663,0.4856713134978708,14.0,108.64285714285714,193.64285714285714,0.0298903
292,2.6,3.3333333333333335,3807.866666666667,4091040.066666667,63.40164649020983,0.4890827593444938,15.0,111.06666666666666,191.66666666666666,0.0254891
296,1.0,1.5,2941.0,3131477.5,62.821385038591146,0.5780593766400144,2.0,142.0,115.5,0.0537169
298,1.0,1.3333333333333333,2804.6666666666665,2995358.3333333335,63.79272550757668,0.563682295353643,3.0,133.66666666666666,84.66666666666667,0.034413
299,1.25,1.75,3028.5,3191266.0,64.23995438458904,0.5589554560763679,4.0,133.25,63.5,0.018597
305,3.0,4.5,3843.0,4057525.5,62.2022302625878,0.3586299011754186,2.0,155.0,419.5,0.00931113
306,3.0,6.0,3940.0,4129897.6666666665,61.84108766287778,0.35450757942888006,3.0,157.33333333333334,423.3333333333333,0.00511276
307,2.75,5.5,3858.0,4027849.75,62.007036625432974,0.35322637128619805,4.0,151.5,328.25,0.16035
308,2.8,4.8,3731.8,3888749.6,62.71177154415098,0.3960110786787744,5.0,150.8,308.4,0.0288771
309,2.111111111111111,3.4444444444444446,3419.222222222222,3578756.888888889,63.390963917678995,0.46843080196659376,9.0,143.0,199.55555555555554,0.023259
310,2.4166666666666665,3.375,3662.125,3898933.875,63.39764052551076,0.4813382753277813,24.0,123.04166666666667,194.625,0.0203324
311,2.3076923076923075,3.269230769230769,3588.769230769231,3816795.4615384615,63.430341325296695,0.4972402752276824,26.0,125.61538461538461,229.26923076923077,0.0104385
312,2.0625,3.09375,3385.5,3579253.6875,63.67189986550163,0.5168088819457766,32.0,125.125,196.25,0.0210484
313,2.0980392156862746,3.156862745098039,3370.176470588235,3580504.1764705884,63.31570742171707,0.49049589399622323,51.0,128.52941176470588,212.0,0.457282
319,1.0,1.0,2650.5,2681900.5,54.85477283866929,0.7665861656772979,2.0,106.5,108.0,0.0449698
320,2.0,1.0,2855.3333333333335,2969513.0,51.61952688982918,0.7238617002968862,3.0,109.66666666666667,159.66666666666666,0.0223743
321,2.25,1.0,2815.5,2957864.0,52.55306411666123,0.732445921946753,4.0,111.5,172.25,0.0240345
322,2.4,1.0,2612.2,2727283.6,52.04376988064551,0.6825985354706496,5.0,109.4,190.0,0.01678
326,1.0,1.0,2459.5,2670481.5,60.763568800871845,0.6919208141488233,2.0,112.5,366.0,0.0274708
327,1.0,1.0,2445.0,2606354.6666666665,61.196674552815324,0.6979089838587235,3.0,114.33333333333333,333.6666666666667,0.0417241
329,1.25,1.0,2526.5,2665588.5,57.74729963948655,0.6905471724653854,4.0,114.5,312.0,0.0211648
330,1.8888888888888888,1.0,2574.1111111111113,2699863.5555555555,54.57867199568597,0.6861312630238656,9.0,111.66666666666667,244.22222222222223,0.151695
333,2.0,1.0,2677.0,2668036.5,53.82854318405295,0.5056686251462568,2.0,107.0,272.0,0.0742594
335,2.3333333333333335,1.0,2797.6666666666665,2838663.0,54.086679381396856,0.5143748629880887,3.0,114.0,373.3333333333333,0.245902
338,1.5,2.0,2617.5,2798839.5,55.792084610279915,0.7246726603791664,2.0,117.5,148.5,0.0524276
341,2.5,1.5,2108.5,2272338.0,37.79049937611384,0.6774351941022936,2.0,110.5,249.0,0.0251906
344,2.5,1.0,1970.0,2017691.5,42.509310074280876,0.6030908408962031,2.0,109.0,208.5,0.0560726
347,3.0,1.0,2310.5,2484834.0,42.39066033756289,0.6459503556717849,2.0,117.0,251.0,0.0342473
348,2.75,1.0,2140.25,2251262.75,42.449985205921884,0.6245205982839941,4.0,113.0,229.75,0.0106386
354,3.0,1.0,3215.5,4026949.5,41.82102388959289,0.5914183371149895,2.0,112.5,105.5,0.00848717
359,3.0,1.0,3301.0,4096413.5,41.471167630243194,0.5761897400595307,2.0,139.5,316.0,0.0190199
361,3.0,1.0,3574.0,4403811.333333333,41.41779344577913,0.5835390894341458,3.0,134.33333333333334,249.33333333333334,0.00932633
365,3.0,2.0,3431.0,4531236.5,39.20848498982291,0.5842626443567954,2.0,119.0,115.5,0.0055987
367,3.0,2.0,3536.6666666666665,4645413.0,39.216871314011826,0.5842706062610953,3.0,124.33333333333333,208.0,0.00472573
370,3.0,2.0,3531.0,4558690.0,39.77957411522213,0.5899697312798032,2.0,121.0,113.0,0.00631258
371,3.0,2.0,3534.4,4610723.8,39.441952434495946,0.5865502562685785,5.0,123.0,170.0,0.00181531
372,3.0,1.8333333333333333,3541.0,4602344.166666667,39.381728273230166,0.5868176488251052,6.0,122.16666666666667,161.0,0.00635635
373,3.0,1.5555555555555556,3552.0,4536166.555555556,40.06041666407982,0.5857247956947853,9.0,126.22222222222223,190.44444444444446,0.00984925
374,3.0,1.5,3646.0,4657699.1,40.322464043088225,0.5854606135534708,10.0,126.8,190.3,0.00576519
377,3.0,1.0,4046.5,5222724.0,42.77065531013676,0.5893768597799918,2.0,118.0,118.0,0.00720169
378,3.0,1.4166666666666667,3712.75,4751869.916666667,40.73049592092965,0.586113321257891,12.0,125.33333333333333,178.25,0.00661844
379,3.0,1.3846153846153846,3626.230769230769,4626909.076923077,40.76276433771667,0.5861282265761665,13.0,124.53846153846153,172.46153846153845,0.00917406
380,3.0,1.3333333333333333,3571.4666666666667,4546914.466666667,40.90386561130017,0.5868335746480094,15.0,122.93333333333334,163.53333333333333,0.0163261
381,3.0,1.3125,3561.5625,4525949.0625,41.21801347645237,0.586463978490155,16.0,122.4375,160.0625,0.0449903
382,3.0,1.2941176470588236,3518.3529411764707,4440467.882352941,41.41759330260333,0.5904817843146672,17.0,121.52941176470588,151.35294117647058,0.00983018
383,2.9444444444444446,1.3333333333333333,3462.8333333333335,4344553.722222222,41.442562751247614,0.5958891211060078,18.0,120.16666666666667,143.61111111111111,0.0143338
384,2.909090909090909,1.2727272727272727,3222.3636363636365,3963955.3636363638,41.62573047027931,0.601094844229278,22.0,118.86363636363636,159.27272727272728,0.0147774
385,2.875,1.2916666666666667,3129.5416666666665,3822987.25,41.306127879098845,0.6074565400520293,24.0,118.16666666666667,166.75,0.0877796
386,2.769230769230769,1.3461538461538463,3090.153846153846,3744206.653846154,42.42043224303585,0.6164731646925783,26.0,118.11538461538461,165.34615384615384,0.0881457
387,2.7241379310344827,1.3103448275862069,3059.896551724138,3650529.724137931,43.627285395280076,0.6059112714128033,29.0,117.6896551724138,186.86206896551724,0.0437159
388,2.526315789473684,1.236842105263158,2944.842105263158,3425371.947368421,46.22103485327095,0.6249107431101603,38.0,116.26315789473684,200.44736842105263,0.064659
389,2.2808988764044944,2.337078651685393,3188.5730337078653,3514267.9438202246,56.016858459908626,0.5478865037302638,89.0,123.29213483146067,207.06741573033707,0.174751
390,2.1752577319587627,2.2371134020618557,3105.680412371134,3387979.432989691,55.242636695568734,0.5688238067927845,97.0,121.94845360824742,202.2680412371134,0.10842
396,1.5,1.0,1684.0,1802339.0,54.79932515025017,0.37506499550033545,2.0,107.0,166.0,0.0086027
397,1.3333333333333333,1.0,1611.0,1688594.3333333333,55.96721566834977,0.404923585009829,3.0,109.66666666666667,235.66666666666666,0.069862
398,1.25,1.0,1551.25,1638613.0,54.27683671544173,0.4202433935819292,4.0,103.75,188.25,0.0946592
399,1.2,1.0,1604.0,1697220.6,51.67255613699151,0.41344999237643976,5.0,104.6,176.6,0.335649
402,1.0,1.0,1531.0,1574855.0,42.95644647916242,0.38699001491122276,2.0,108.5,188.5,0.0960891
407,1.0,1.0,1802.0,1881077.0,36.47914076480919,0.05060989971444366,2.0,117.5,118.5,0.14264
408,1.0,1.0,1722.3333333333333,1769349.6666666667,36.309568809703414,0.12049632626219303,3.0,129.33333333333334,260.6666666666667,0.068409
409,1.0,1.0,1741.75,1796741.25,36.52233380429968,0.1731640681490053,4.0,114.75,195.5,0.019813
410,1.0,1.0,1671.5,1722779.1666666667,38.66703802925392,0.24443938373641114,6.0,112.66666666666667,193.16666666666666,0.198925
411,1.0909090909090908,1.0,1640.8181818181818,1711161.6363636365,44.57863716913465,0.32126238766369686,11.0,109.0,185.63636363636363,0.0875921
414,1.0,1.0,1491.5,1461934.0,41.64371022855764,0.6945602065692221,2.0,95.0,24.5,0.0626029
415,1.0769230769230769,1.0,1617.8461538461538,1672818.923076923,44.12710994750742,0.3786928213414699,13.0,106.84615384615384,160.84615384615384,0.261648
421,2.0,2.5,1623.5,1634494.0,31.897079162602388,0.9295012684265214,2.0,96.0,197.5,0.00607757
423,2.0,2.6666666666666665,1669.6666666666667,1669638.3333333333,31.69590419833678,0.9281347045748333,3.0,93.0,168.66666666666666,0.00741994
424,2.0,2.5,1699.5,1695512.75,31.781705740544755,0.9248275402935724,4.0,94.75,176.75,0.00311645
425,2.0,2.2,1682.0,1677921.4,31.582985228979727,0.9232741879925357,5.0,94.4,161.8,0.0175805
426,2.0,2.0,1640.6666666666667,1619633.5,31.92223894703353,0.9227506469620388,6.0,94.66666666666667,166.0,0.0398242
430,2.0,1.5,1524.5,1623477.5,29.6571277451417,0.8182069931378892,2.0,102.0,277.5,0.0314064
435,3.0,1.0,1748.0,1688027.5,33.00941193752777,0.7771484334064578,2.0,102.0,253.5,0.00605667
438,3.0,1.5,1802.0,1780870.0,33.13018975282672,0.7622247119227158,2.0,113.0,338.5,0.00230694
440,3.0,1.3333333333333333,1806.3333333333333,1768644.3333333333,33.22785764172967,0.7646995828408553,3.0,110.33333333333333,298.3333333333333,0.000888354
441,3.0,1.2,1783.0,1736397.6,33.140479360048914,0.7696791230670963,5.0,107.0,280.4,0.0236801
442,3.1666666666666665,1.1666666666666667,1762.8333333333333,1733672.6666666667,32.838451428048046,0.7595092620970182,6.0,106.83333333333333,281.1666666666667,0.00701036
443,3.0,1.1428571428571428,1744.142857142857,1762631.857142857,32.23218607440573,0.7496076776848095,7.0,105.57142857142857,269.0,0.0490314
444,2.7777777777777777,1.2222222222222223,1695.3333333333333,1731708.6666666667,31.659950890124833,0.7648519700077161,9.0,104.77777777777777,270.8888888888889,0.148063
445,2.7,1.2,1699.0,1743957.5,31.723947004851755,0.7807384177357368,10.0,103.0,244.6,0.0790436
446,2.4375,1.5,1677.125,1697336.0,31.79830648316992,0.8339930036956,16.0,99.875,215.125,0.110829
