,n16S,nge,ncds,genome_size,GC,phi,clade_size,npaths_terminal,nec_terminal,branch_length
591,0.0,0.0,0.0,0.0,0.0,0.0,2.0,232.0,2417.0,0.10671
592,0.0,0.0,0.0,0.0,0.0,0.0,5.0,224.8,2216.4,0.0176512
593,0.0,0.0,0.0,0.0,0.0,0.0,67.0,218.37313432835822,2047.1044776119404,0.0549538
594,0.0,0.0,0.0,0.0,0.0,0.0,71.0,219.11267605633802,2033.2535211267605,0.0608097
595,0.0,0.0,0.0,0.0,0.0,0.0,269.0,205.65799256505576,2235.4200743494425,0.05198
596,0.0,0.0,0.0,0.0,0.0,0.0,290.0,205.55862068965519,2193.158620689655,0.0110076
597,0.0,0.0,0.0,0.0,0.0,0.0,296.0,205.53378378378378,2187.6317567567567,0.124347
598,0.0,0.0,0.0,0.0,0.0,0.0,297.0,205.58585858585857,2187.2861952861954,0.0293437
600,0.0,0.0,0.0,0.0,0.0,0.0,298.0,205.6275167785235,2184.8724832214766,0.0136357
601,0.0,0.0,0.0,0.0,0.0,0.0,300.0,205.41333333333333,2178.536666666667,0.0258079
602,0.0,0.0,0.0,0.0,0.0,0.0,301.0,205.5016611295681,2180.159468438538,0.0170027
604,0.0,0.0,0.0,0.0,0.0,0.0,302.0,205.51655629139074,2181.2119205298013,0.010857
605,0.0,0.0,0.0,0.0,0.0,0.0,303.0,205.56105610561056,2180.5709570957097,0.0117311
