taxo_id,kingdom,supergroup,division,class,order,family,genus,species,taxo_id
6910,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Glycine,Glycine_max,6910
7909,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Pereskia,Pereskia_aculeata,7909
46386,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Toxarium,Toxarium_undulatum,46386
4839,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Ceramiales,Spyridiaceae,Spyridia,Spyridia_filamentosa,4839
46120,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Araphid-pennate,Rhaphoneis,Rhaphoneis_amphiceros,46120
1149,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Hymenostomatia,Tetrahymenida,Tetrahymena,Tetrahymena_farleyi,1149
5284,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Nemastomatales,Nemastomatales_X,Adelophycus,Adelophycus_corneus,5284
47160,Eukaryota,Stramenopiles,Ochrophyta,Eustigmatophyceae,Eustigmatophyceae_X,Eustigmatophyceae_XX,Nannochloropsis,Nannochloropsis_CCMP505,47160
47006,Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-C,Spumella,Spumella_vulgaris,47006
2956,Eukaryota,Amoebozoa,Lobosa,Tubulinea,Leptomyxida,Flabellulidae,Flabellula,Flabellula_sp.,2956
1493,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Euplotia,Uronychiidae,Apodiophrys,Apodiophrys_ovalis,1493
2397,Eukaryota,Alveolata,Perkinsea,Perkinsida,Perkinsida_X,Perkinsida_XX,Perkinsida_XXX,Perkinsida_XXX_sp.,2397
2181,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophysiales,Dinophysiaceae,Dinophysis,Dinophysis_acuminata,2181
8483,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Siphonodon,Siphonodon_celastrineus,8483
5031,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Gigartinales,Gigartinales_X,Acrosymphyton,Acrosymphyton_purpuriferum,5031
47844,Eukaryota,Stramenopiles,Pseudofungi,Oomycota,Oomycota_X,Peronosporales,Pythium,Pythium_vexans,47844
2233,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Suessiales,Suessiaceae,Symbiodinium,Symbiodinium_pilosum,2233
47129,Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Pedinellales,Apedinella,Apedinella_radians,47129
45206,Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Euglyphida,Euglyphidae,Assulina,Assulina_muscorum,45206
46019,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Araphid-pennate,Catacombas,Catacombas_gaillonii,46019
45301,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Cercomonadidae,Cercomonas,Cercomonas_mtoleri,45301
1724,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Protohypotrichia,Kiitrichidae,Kiitricha,Kiitricha_marina,1724
46862,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,Pseudo-nitzschia,Pseudo-nitzschia_multiseries,46862
997,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Peritrichia_2,Zoothamniidae,Zoothamnium_2,Zoothamnium_pluma,997
9238,Eukaryota,Archaeplastida,Streptophyta,Zygnemophyceae,Zygnemophyceae_X,Zygnemophyceae_XX,Spondylosium,Spondylosium_planum,9238
1499,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Euplotia,Uronychiidae,Diophrys,Diophrys_parappendiculata,1499
7500,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Metzgeria,Metzgeria_furcata,7500
4433,Eukaryota,Archaeplastida,Glaucophyta,Glaucocystophyceae,Glaucocystophytes,Glaucocystophytes_X,Gloeochaete,Gloeochaete_wittrockiana,4433
47369,Eukaryota,Stramenopiles,Ochrophyta,Xanthophyceae,Xanthophyceae_X,Xanthophyceae_XX,Botrydiopsis,Botrydiopsis_intercedens,47369
4829,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Sonderella,Sonderella_linearis,4829
1271,Eukaryota,Alveolata,Ciliophora,Prostomatea_2,Prostomatea_2_X,Placidae,Placus,Placus_striatus,1271
46051,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Araphid-pennate,Fragilaria,Fragilaria_nanana,46051
48699,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Choreotrichida,Strombidinopsidae,Parastrombidinopsis,Parastrombidinopsis_minima,48699
49082,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Togula,Togula_jolla,49082
47620,Eukaryota,Stramenopiles,Pseudofungi,Oomycota,Oomycota_X,Oomycota_XX,Oomycota_XXX,Oomycota_XXX_sp.,47620
2995,Eukaryota,Apusozoa,Hilomonadea,Planomonadida,Planomonadidae,Planomonadidae_Group-1,Planomonas,Planomonas_sp.,2995
2147,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Warnowiaceae,Warnowia,Warnowia_sp.,2147
1625,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Parabirojimidae,Parabirojimia,Parabirojimia_similis,1625
50385,Eukaryota,Alveolata,Apicomplexa,Coccidiomorphea,Eimeriida,Eimeriidae,Eimeria1,Eimeria1_praecox,50385
45437,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Ebriida,TAGIRI1-lineage,TAGIRI1-lineage_X,TAGIRI1-lineage_X_sp.,45437
2412,Eukaryota,Amoebozoa,Breviatea,Breviatea_X,Breviatea_XX,Breviatea_XXX,Breviatea_XXXX,Breviatea_XXXX_sp.,2412
932,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Peniculia,Peniculida,Frontonia_2,Frontonia_didieri,932
2232,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Suessiales,Suessiaceae,Symbiodinium,Symbiodinium_microadriaticum,2232
5039,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Gigartinales,Gigartinales_X,Austroclonium,Austroclonium_charoides,5039
48826,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Tintinnida,Eutintinnidae,Eutintinnus,Eutintinnus_fraknoi,48826
1443,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Euplotia,Certesiidae,Certesia,Certesia_quadrinucleata,1443
9051,Eukaryota,Archaeplastida,Streptophyta,Zygnemophyceae,Zygnemophyceae_X,Zygnemophyceae_XX,Closterium,Closterium_gracile,9051
971,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Peritrichia_2,Operculariidae,Opercularia,Opercularia_microdiscum,971
6613,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Durandea,Durandea_pentagyna,6613
46511,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,Anomoeoneis,Anomoeoneis_sphaerophora,46511
45133,Eukaryota,Rhizaria,Cercozoa,Endomyxa-Phytomyxea,Plasmodiophorida,Plasmodiophorida_X,Spongospora,Spongospora_subterranea,45133
1747,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gonyaulacales,Goniodomataceae,Alexandrium,Alexandrium_leei,1747
4590,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Batrachospermales,Batrachospermales_X,Nothocladus,Nothocladus_nodosus,4590
47367,Eukaryota,Stramenopiles,Ochrophyta,Xanthophyceae,Xanthophyceae_X,Xanthophyceae_XX,Botrydiopsis,Botrydiopsis_callosa,47367
1622,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Oxytrichidae,Tetmemena,Tetmemena_pustulata,1622
48700,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Choreotrichida,Strombidinopsidae,Parastrombidinopsis,Parastrombidinopsis_shimi,48700
1926,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium_nolleri,1926
47595,Eukaryota,Stramenopiles,Pseudofungi,Oomycota,Oomycota_X,Eurychasmales,Eurychasma,Eurychasma_dicksonii,47595
46036,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Araphid-pennate,Diatoma,Diatoma_tenue,46036
4682,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae,Heterosiphonia,Heterosiphonia_plumosa,4682
4656,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,Ceramium,Ceramium_macilentum,4656
2546,Eukaryota,Amoebozoa,Conosa,Mycetozoa-Dictyostelea,Dictyosteliida,Dictyosteliida-Group-IV,Dictyostelium-Group-IV,Dictyostelium_medium,2546
9340,Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-D,Hydrurus,Hydrurus_foetidus,9340
48685,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Choreotrichida,Strobilidiidae_D,Rimostrombidium_D,Rimostrombidium_D_sp.,48685
15,Eukaryota,Alveolata,Apicomplexa,Coccidiomorphea,Adeleida,Adeleidae,Adelina,Adelina_bambarooniae,15
50338,Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Cryptogregarinorida,Cryptosporidiidae,Cryptosporidium10,Cryptosporidium10_baileyi,50338
49278,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Peniculia,Frontoniidae_2,Frontoniidae_2_X,Frontoniidae_2_X_sp.,49278
46461,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Radial-centric-basal-Coscinodiscophyceae,Rhizosolenia,Rhizosolenia_pungens,46461
5157,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Gigartinales,Gigartinales_X,Pugetia,Pugetia_fragilissima,5157
47173,Eukaryota,Stramenopiles,Ochrophyta,Eustigmatophyceae,Eustigmatophyceae_X,Eustigmatophyceae_XX,Pseudostaurastrum,Pseudostaurastrum_enorme,47173
46038,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Araphid-pennate,Diatoma,Diatoma_vulgare_var._linearis,46038
5040,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Gigartinales,Gigartinales_X,Betaphycus,Betaphycus_speciosum,5040
5067,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Gigartinales,Gigartinales_X,Cruoria,Cruoria_pellita,5067
10088,Eukaryota,Hacrobia,Cryptophyta,Cryptophyceae,Cryptophyceae_X,Basal_Cryptophyceae-2,Basal_Cryptophyceae-2_X,Basal_Cryptophyceae-2_X_sp.,10088
47490,Eukaryota,Stramenopiles,Sagenista,Labyrinthulomycetes,Thraustochytriales,Thraustochytriaceae,Parietichytrium,Parietichytrium_sp.,47490
1838,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gonyaulacales,Goniodomataceae,Coolia,Coolia_canariensis,1838
1556,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Hypotrichia_X,Psammomitra,Psammomitra_retractilis,1556
5244,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Halymeniales,Halymeniales_X,Epiphloea,Epiphloea_bullosa,5244
5391,Eukaryota,Archaeplastida,Rhodophyta,Rhodellophyceae,Rhodellales,Rhodellales_X,Corynoplastis,Corynoplastis_japonica,5391
2464,Eukaryota,Amoebozoa,Conosa,Mycetozoa-Dictyostelea,Dictyosteliida,Dictyosteliida-Group-I,Dictyostelium-Group-I,Dictyostelium_granulophorum,2464
46265,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Eucampia,Eucampia_antarctica,46265
47128,Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Florenciellales,Pseudochattonella,Pseudochattonella_verruculosa,47128
50428,Eukaryota,Alveolata,Apicomplexa,Coccidiomorphea,Eimeriida,Eimeriidae,Eimeria6,Eimeria6_falciformis,50428
4918,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Corallinales,Corallinales_X,Hydrolithon,Hydrolithon_pachydermum,4918
49011,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodiniellum,Gyrodiniellum_shiwhaense,49011
1603,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Oxytrichidae,Pattersoniella,Pattersoniella_vitiphila,1603
1793,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Amphidomataceae,Azadinium,Azadinium_caudatum,1793
4430,Eukaryota,Archaeplastida,Glaucophyta,Glaucocystophyceae,Glaucocystophytes,Cyanoptycaceae,Cyanoptyche,Cyanoptyche_gloeocystis,4430
47350,Eukaryota,Stramenopiles,Ochrophyta,Raphidophyceae,Raphidophyceae_X,Raphidophyceae_XX,Fibrocapsa,Fibrocapsa_japonica,47350
46957,Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-C,Chrysolepidomonas,Chrysolepidomonas_dendrolepidota,46957
47494,Eukaryota,Stramenopiles,Sagenista,Labyrinthulomycetes,Thraustochytriales,Thraustochytriaceae,Sicyoidochytrium,Sicyoidochytrium_minutum,47494
47352,Eukaryota,Stramenopiles,Ochrophyta,Raphidophyceae,Raphidophyceae_X,Raphidophyceae_XX,Haramonas,Haramonas_dimorpha,47352
1439,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Euplotia,Aspidiscidae,Aspidisca,Aspidisca_magna,1439
48978,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Suessiales,Suessiaceae,Biecheleria,Biecheleria_baltica,48978
4845,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Ceramiales,Wrangeliaceae,Griffithsia,Griffithsia_corallina,4845
48705,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Choreotrichida,Strombidinopsidae,Strombidinopsis,Strombidinopsis_jeokjo,48705
2960,Eukaryota,Amoebozoa,Lobosa,Tubulinea,Leptomyxida,Flabellulidae,Paraflabellula,Paraflabellula_sp.,2960
47439,Eukaryota,Stramenopiles,Opalozoa,Bicoecea,Bicoecea_X,Bicoecea_XX,Bicoecea_XXX,Bicoecea_XXX_sp.,47439
47271,Eukaryota,Stramenopiles,Ochrophyta,Phaeophyceae,Phaeophyceae_X,Phaeophyceae_XX,Homoeostrichus,Homoeostrichus_flabellatus,47271
4761,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Micropeuce,Micropeuce_strobiliferum,4761
46467,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Radial-centric-basal-Coscinodiscophyceae,Stephanopyxis,Stephanopyxis_nipponica,46467
5231,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Gracilariales,Gracilariales_X,Gracilariopsis,Gracilariopsis_mclachlanii,5231
207,Eukaryota,Alveolata,Apicomplexa,Coccidiomorphea,Eimeriida,Sarcocystidae,Cystoisospora,Cystoisospora_felis,207
2747,Eukaryota,Amoebozoa,Conosa,Variosea,Variosea_X,Cavosteliids,Tychosporium,Tychosporium_acutostipes,2747
9236,Eukaryota,Archaeplastida,Streptophyta,Zygnemophyceae,Zygnemophyceae_X,Zygnemophyceae_XX,Spirotaenia,Spirotaenia_obscura,9236
1460,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Euplotia,Euplotidae,Euplotes,Euplotes_eurystomus,1460
47653,Eukaryota,Stramenopiles,Pseudofungi,Oomycota,Oomycota_X,Peronosporales,Pythium,Pythium_ostracodes,47653
47453,Eukaryota,Stramenopiles,Pseudofungi,Hyphochytriomyceta,Hyphochytrydiales,Hyphochrytriaceae,Hyphochytrium,Hyphochytrium_catenoides,47453
1635,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Pseudokeronopsidae,Pseudokeronopsis,Pseudokeronopsis_rubra,1635
4670,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae,Dasya,Dasya_hutchinsiae,4670
8467,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Selaginella,Selaginella_vogelii,8467
1993,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,Tripos_furca,1993
5230,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Gracilariales,Gracilariales_X,Gracilariopsis,Gracilariopsis_longissima,5230
50465,Eukaryota,Alveolata,Apicomplexa,Coccidiomorphea,Eimeriida,Eimeriidae,Eimeria8,Eimeria8_ranae,50465
4968,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Corallinales,Corallinales_X,Neogoniolithon,Neogoniolithon_sp.,4968
47430,Eukaryota,Stramenopiles,Opalozoa,Bicoecea,Anoecales,Symbiomonaceae,Symbiomonas,Symbiomonas_scintillans,47430
49050,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Thoracosphaeraceae,Pfiesteria,Pfiesteria_sp.,49050
47007,Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-C,Uroglena,Uroglena_americana,47007
519,Eukaryota,Alveolata,Ciliophora,Colpodea,Colpodea_X,Bursariomorphida,Bursaria,Bursaria_truncatella,519
4690,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Cryptopleura,Cryptopleura_ramosa,4690
4616,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Ceramiales,Callithamniaceae,Euptilocladia,Euptilocladia_spongiosa,4616
49263,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,OLIGO7,OLIGO7_X,OLIGO7_XX,OLIGO7_XX_sp.,49263
9318,Eukaryota,Archaeplastida,Streptophyta,Zygnemophyceae,Zygnemophyceae_X,Zygnemophyceae_XX,Xanthidium,Xanthidium_antilopaeum,9318
8147,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Polytrichastrum,Polytrichastrum_pallidisetum,8147
5964,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Burmannia,Burmannia_hexaptera,5964
45970,Eukaryota,Rhizaria,Radiolaria,Polycystinea,Spumellarida,Spongodiscidae-Coccodiscidae,Dictyocoryne,Dictyocoryne_truncatum,45970
4694,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Hemineura,Hemineura_frondosa,4694
1461,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Euplotia,Euplotidae,Euplotes,Euplotes_focardii,1461
4492,Eukaryota,Archaeplastida,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,Pyropia,Pyropia_gardneri,4492
46730,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,Mayamaea,Mayamaea_atomus_var._atomus,46730
2506,Eukaryota,Amoebozoa,Conosa,Mycetozoa-Dictyostelea,Dictyosteliida,Dictyosteliida-Group-III,Dictyostelium-Group-III,Dictyostelium_australe,2506
2228,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Suessiales,Suessiaceae,Symbiodinium,Symbiodinium_corculorum,2228
46077,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Araphid-pennate,Licmophora,Licmophora_abbreviata,46077
50286,Eukaryota,Alveolata,Apicomplexa,Coccidiomorphea,Piroplasmorida,Babesiidae,Babesia10,Babesia10_venatorum,50286
1618,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Oxytrichidae,Stylonychia,Stylonychia_lemnae,1618
48660,Eukaryota,Stramenopiles,Ochrophyta,Pelagophyceae,Sarcinochrysidales,Sarcinochrysidaceae,Sarcinochrysidaceae_X,Sarcinochrysidaceae_X_sp.,48660
45137,Eukaryota,Rhizaria,Cercozoa,Chlorarachniophyceae,Chlorarachnida,Chlorarachnida_X,Amorphochlora,Amorphochlora_amoeboformis,45137
4636,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,Antithamnion,Antithamnion_nipponicum,4636
45207,Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Euglyphida,Euglyphidae,Assulina,Assulina_seminulum,45207
2378,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-8,Dino-Group-II-Clade-8_X,Dino-Group-II-Clade-8_X_sp.,2378
50607,Eukaryota,Alveolata,Apicomplexa,Coccidiomorphea,Eimeriida,Sarcocystidae,Sarcocystis10,Sarcocystis10_anasi,50607
5222,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Gracilariales,Gracilariales_X,Gracilaria,Gracilaria_textorii,5222
45972,Eukaryota,Rhizaria,Radiolaria,Polycystinea,Spumellarida,Spongodiscidae-Coccodiscidae,Euchitonia,Euchitonia_elegans,45972
5356,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Rhodymeniales,Rhodymeniales_X,Gloiocladia,Gloiocladia_fruticulosa,5356
6713,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Ephedra,Ephedra_sinica,6713
448,Eukaryota,Alveolata,Apicomplexa,Coccidiomorphea,Piroplasmorida,Piroplasmorida4,Cytauxzoon,Cytauxzoon_sp.,448
47486,Eukaryota,Stramenopiles,Sagenista,Labyrinthulomycetes,Thraustochytriales,Thraustochytriaceae,Japonochytrium,Japonochytrium_sp.,47486
49145,Eukaryota,Alveolata,Ciliophora,Colpodea,Colpodea_X,Cyrtolophosidida,Cyrtolophosis,Cyrtolophosis_sp.,49145
47379,Eukaryota,Stramenopiles,Ochrophyta,Xanthophyceae,Xanthophyceae_X,Xanthophyceae_XX,Chlorellidium,Chlorellidium_pyrenoidosum,47379
9594,Eukaryota,Excavata,Discoba,Euglenozoa,Kinetoplastida,Prokinetoplastidae,Prokinetoplastidae_X,Prokinetoplastidae_X_sp.,9594
7285,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Leucobryum,Leucobryum_albidum,7285
5247,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Halymeniales,Halymeniales_X,Grateloupia,Grateloupia_luxurians,5247
8159,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Polytrichum,Polytrichum_juniperinum,8159
1269,Eukaryota,Alveolata,Ciliophora,Prostomatea_1,Prostomatea_1_X,Colepidae,Tiarina,Tiarina_fusa,1269
46138,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Araphid-pennate,Synedra,Synedra_minuscula,46138
45899,Eukaryota,Rhizaria,Radiolaria,Acantharea,Chaunacanthida,Chaunacanthida_X,Symphyacanthida,Symphyacanthida_sp.,45899
47790,Eukaryota,Stramenopiles,Pseudofungi,Oomycota,Oomycota_X,Peronosporales,Phytopythium,Phytopythium_helicoides,47790
47212,Eukaryota,Stramenopiles,Ochrophyta,Phaeophyceae,Phaeophyceae_X,Phaeophyceae_XX,Bodanella,Bodanella_lauterborni,47212
1180,Eukaryota,Alveolata,Ciliophora,Phyllopharyngea,Cyrtophoria_4,Chilodonellidae,Chilodonellidae_X,Chilodonellidae_X_sp.,1180
50346,Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Cryptogregarinorida,Cryptosporidiidae,Cryptosporidium13,Cryptosporidium13_sp.,50346
5133,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Gigartinales,Gigartinales_X,Peyssonnelia,Peyssonnelia_capensis,5133
50693,Eukaryota,Alveolata,Apicomplexa,Coccidiomorphea,Piroplasmorida,Theileriidae,Theileria5,Theileria5_sinensis,50693
47258,Eukaryota,Stramenopiles,Ochrophyta,Phaeophyceae,Phaeophyceae_X,Phaeophyceae_XX,Egregia,Egregia_menziesii,47258
49018,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,Heterocapsa_rotundata,49018
1825,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,Ceratium_sp.,1825
7074,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Huperzia,Huperzia_phlegmaria,7074
50653,Eukaryota,Alveolata,Apicomplexa,Coccidiomorphea,Eimeriida,Sarcocystidae,Sarcocystis8,Sarcocystis8_singaporensis,50653
6775,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Euonymus,Euonymus_hamiltonianus_var._sieboldianus,6775
49083,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Togula,Togula_sp.,49083
8982,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Xyris,Xyris_difformis,8982
1031,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Oligohymenophorea_X,Oligohymenophorea_XX,Paratetrahymena,Paratetrahymena_wassi,1031
2132,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Kareniaceae,Takayama,Takayama_acrotrocha,2132
5226,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Gracilariales,Gracilariales_X,Gracilariopsis,Gracilariopsis_chorda,5226
47155,Eukaryota,Stramenopiles,Ochrophyta,Eustigmatophyceae,Eustigmatophyceae_X,Eustigmatophyceae_XX,Goniochloris,Goniochloris_sculpta,47155
47421,Eukaryota,Stramenopiles,Opalozoa,Bicoecea,Anoecales,Caecitellaceae,Caecitellus,Caecitellus_sp.,47421
47372,Eukaryota,Stramenopiles,Ochrophyta,Xanthophyceae,Xanthophyceae_X,Xanthophyceae_XX,Botrydium,Botrydium_stoloniferum,47372
49075,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Suessiales,Suessiaceae,Symbiodinium,Symbiodinium_sp._Clade_B,49075
7445,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Marsupella,Marsupella_emarginata,7445
46670,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,Eunotia,Eunotia_pectinalis_f._minor,46670
6649,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Embryophyceae_XXX,Embryophyceae_XXX_sp.,6649
45186,Eukaryota,Rhizaria,Cercozoa,Filosa-Granofilosea,Filosa-Granofilosea_X,Novel-Massiteriidae,Novel-Massiteriidae_X,Novel-Massiteriidae_X_sp.,45186
49043,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Peridiniopsidaceae,Palatinus,Palatinus_apiculatus,49043
1981,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Lingulodinium,Lingulodinium_polyedra,1981
