taxo_id,kingdom,supergroup,division,class,order,family,genus,species,taxo_id
1587,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Oxytrichidae,Oxytricha,Oxytricha_elegans,1587
9598,Eukaryota,Excavata,Discoba,Euglenozoa,Kinetoplastida,Prokinetoplastidae,Ichthyobodo,Ichthyobodo_sp.,9598
47407,Eukaryota,Stramenopiles,Ochrophyta,Xanthophyceae,Xanthophyceae_X,Xanthophyceae_XX,Tribonema,Tribonema_viride,47407
46648,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,Encyonema,Encyonema_caespitosum,46648
45234,Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Euglyphida,Trinematidae,Trinematidae_X,Trinematidae_X_sp.,45234
49021,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Amphidiniopsidaceae,Islandinium,Islandinium_tricingulatum,49021
2311,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-15,Dino-Group-II-Clade-15_X,Dino-Group-II-Clade-15_X_sp.,2311
2599,Eukaryota,Amoebozoa,Conosa,Mycetozoa-Myxogastrea,Stemonitales-Physarales,Physaraceae,Hyperamoeba,Hyperamoeba_sp.,2599
46988,Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade_C,Ochromonas,Ochromonas_vasocystis,46988
45404,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Cryomonadida_X,Cryomonadida_XX,Cryomonadida_XX_sp.,45404
1578,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Oxytrichidae,Hemigastrostyla,Hemigastrostyla_enigmatica,1578
10351,Eukaryota,Hacrobia,Telonemia,Telonemia_X,Telonemia_XX,Telonemia-Group-1,Telonemia-Group-1_X,Telonemia-Group-1_X_sp.,10351
1824,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,Ceratium_hirundinella,1824
446,Eukaryota,Alveolata,Apicomplexa,Coccidiomorphea,Piroplasmorida,Piroplasmorida4,Cytauxzoon,Cytauxzoon_felis,446
5361,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Rhodymeniales,Rhodymeniales_X,Halichrysis,Halichrysis_concrescens,5361
46211,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Chaetoceros,Chaetoceros_neogracilis,46211
9314,Eukaryota,Archaeplastida,Streptophyta,Zygnemophyceae,Zygnemophyceae_X,Zygnemophyceae_XX,Staurodesmus,Staurodesmus_validus,9314
5973,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Burmannia,Burmannia_oblonga,5973
50640,Eukaryota,Alveolata,Apicomplexa,Coccidiomorphea,Eimeriida,Sarcocystidae,Sarcocystis5,Sarcocystis5_cruzi,50640
47510,Eukaryota,Stramenopiles,Sagenista,Labyrinthulomycetes,Thraustochytriales,Thraustochytriaceae,Ulkenia,Ulkenia_profunda,47510
934,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Peniculia,Frontoniidae_1,Frontonia_1,Frontonia_lynni,934
9266,Eukaryota,Archaeplastida,Streptophyta,Zygnemophyceae,Zygnemophyceae_X,Zygnemophyceae_XX,Staurastrum,Staurastrum_lunatum,9266
4709,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Bostrychia,Bostrychia_moritziana,4709
45405,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Cryothecomonas-lineage,Cryothecomonas,Cryothecomonas_aestivalis,45405
4806,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Polysiphonia,Polysiphonia_nigra,4806
10130,Eukaryota,Hacrobia,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Geminigera,Geminigera_cryophila,10130
47163,Eukaryota,Stramenopiles,Ochrophyta,Eustigmatophyceae,Eustigmatophyceae_X,Eustigmatophyceae_XX,Nannochloropsis,Nannochloropsis_granulata,47163
47243,Eukaryota,Stramenopiles,Ochrophyta,Phaeophyceae,Phaeophyceae_X,Phaeophyceae_XX,Dictyota,Dictyota_dichotoma,47243
1043,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Scuticociliatia_1,Philasterida,Miamiensis,Miamiensis_avidus,1043
8328,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Riella,Riella_helicophylla,8328
50283,Eukaryota,Alveolata,Apicomplexa,Coccidiomorphea,Piroplasmorida,Babesiidae,Babesia10,Babesia10_divergens,50283
2095,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium_excentricum,2095
5243,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Halymeniales,Halymeniales_X,Cryptonemia,Cryptonemia_undulata,5243
546,Eukaryota,Alveolata,Ciliophora,Colpodea,Colpodea_X,Colpodida,Colpoda,Colpoda_magna,546
4943,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Corallinales,Corallinales_X,Lithothamnion,Lithothamnion_glaciale,4943
46941,Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-E,Chromophyton,Chromophyton_rosanoffii,46941
45460,Eukaryota,Rhizaria,Cercozoa,Novel-clade-10-12,Novel-clade-10,Novel-clade-10_X,Novel-clade-10_XX,Novel-clade-10_XX_sp.,45460
47143,Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Rhizochromulinales,Rhizochromulina,Rhizochromulina_sp.,47143
48670,Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-F,Chrysophyceae_Clade-F_X,Chrysophyceae_Clade-F_X_sp.,48670
1833,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Margalefidinium,Margalefidinium_polykrikoides,1833
6519,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Dionaea,Dionaea_muscipula,6519
1171,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Hymenostomatia,Tetrahymenida,Tetrahymena,Tetrahymena_thermophila,1171
46039,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Araphid-pennate,Diatoma,Diatoma_vulgaris,46039
9237,Eukaryota,Archaeplastida,Streptophyta,Zygnemophyceae,Zygnemophyceae_X,Zygnemophyceae_XX,Spondylosium,Spondylosium_panduriforme,9237
4673,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae,Dasysiphonia,Dasysiphonia_chejuensis,4673
1723,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Protohypotrichia,Kiitrichidae,Caryotricha,Caryotricha_minuta,1723
45233,Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Euglyphida,Trinematidae,Trinema,Trinema_lineare,45233
2720,Eukaryota,Amoebozoa,Conosa,Mycetozoa-Myxogastrea,Trichiales,Trichiaceae,Trichia,Trichia_persimilis,2720
5259,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Halymeniales,Halymeniales_X,Prionitis,Prionitis_lyallii,5259
435,Eukaryota,Alveolata,Apicomplexa,Coccidiomorphea,Piroplasmorida,Piroplasmorida5,Piroplasmorida5_X,Babesia_poelea,435
49349,Eukaryota,Alveolata,Ciliophora,Phyllopharyngea,Cyrtophoria_3,Lynchellidae_2,Lynchella,Lynchella_nordica,49349
46384,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Conticribra,Conticribra_weissflogii,46384
1894,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gonyaulacales,Goniodomataceae,Gambierdiscus,Gambierdiscus_carpenteri,1894
10046,Eukaryota,Excavata,Metamonada,Preaxostyla,Oxymonadida,Pyrsonymphidae,Dinenympha,Dinenympha_sp.,10046
5186,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Gracilariales,Gracilariales_X,Gracilaria,Gracilaria_aculeata,5186
945,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Peniculia,Parameciidae,Paramecium,Paramecium_multimicronucleatum,945
4865,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Colaconematales,Colaconematales_X,Camontagnea,Camontagnea_oxyclada,4865
1809,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Blastodiniaceae,Blastodinium,Blastodinium_mangini,1809
9050,Eukaryota,Archaeplastida,Streptophyta,Zygnemophyceae,Zygnemophyceae_X,Zygnemophyceae_XX,Closterium,Closterium_ehrenbergii,9050
5007,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Gelidiales,Gelidiales_X,Gelidium,Gelidium_latifolium,5007
50394,Eukaryota,Alveolata,Apicomplexa,Coccidiomorphea,Eimeriida,Eimeriidae,Eimeria2,Eimeria2_sp.,50394
2512,Eukaryota,Amoebozoa,Conosa,Mycetozoa-Dictyostelea,Dictyosteliida,Dictyosteliida-Group-III,Dictyostelium-Group-III,Dictyostelium_lacteum,2512
46744,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,Navicula,Navicula_gregaria,46744
49146,Eukaryota,Alveolata,Ciliophora,Colpodea,Colpodea_X,Cyrtolophosidida,Pseudocyrtolophosis,Pseudocyrtolophosis_sp.,49146
5117,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Gigartinales,Gigartinales_X,Mazzaella,Mazzaella_laminarioides,5117
45974,Eukaryota,Rhizaria,Radiolaria,Polycystinea,Spumellarida,Spongodiscidae-Coccodiscidae,Hexacontium,Hexacontium_pachydermum,45974
4522,Eukaryota,Archaeplastida,Rhodophyta,Bangiophyceae,Bangiophyceae_X,Bangiophyceae_XX,Dixoniella,Dixoniella_grisea,4522
1064,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Scuticociliatia_1,Pseudocohnilembidae,Pseudocohnilembus,Pseudocohnilembus_hargisi,1064
45272,Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Thaumatomonadida,Thaumatomonadidae,Thaumatomonas,Thaumatomonas_seravini,45272
4979,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Corallinales,Corallinales_X,Pneophyllum,Pneophyllum_conicum,4979
9222,Eukaryota,Archaeplastida,Streptophyta,Zygnemophyceae,Zygnemophyceae_X,Zygnemophyceae_XX,Roya,Roya_obtusa,9222
4840,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Ceramiales,Wrangeliaceae,Anotrichium,Anotrichium_furcellatum,4840
49147,Eukaryota,Alveolata,Ciliophora,Colpodea,Colpodea_X,Platyophryida,Platyophryida_X,Platyophryida_X_sp.,49147
5050,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Gigartinales,Gigartinales_X,Callophycus,Callophycus_oppositifolius,5050
1242,Eukaryota,Alveolata,Ciliophora,Phyllopharyngea,Synhymenia,Orthodonellidae,Zosterodasys,Zosterodasys_transverses,1242
48958,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gonyaulacales,Goniodomataceae,Alexandrium,Alexandrium_mediterraneum,48958
5201,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Gracilariales,Gracilariales_X,Gracilaria,Gracilaria_cuneata,5201
50292,Eukaryota,Alveolata,Apicomplexa,Coccidiomorphea,Piroplasmorida,Babesiidae,Babesia3,Babesia3_motasi,50292
5420,Eukaryota,Archaeplastida,Streptophyta,Charophyceae,Charophyceae_X,Charophyceae_XX,Chara,Chara_foetida,5420
6107,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Cephalotaxus,Cephalotaxus_wilsoniana,6107
8648,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Taiwania,Taiwania_cryptomerioides,8648
46177,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Attheya,Attheya_longicornis,46177
9183,Eukaryota,Archaeplastida,Streptophyta,Zygnemophyceae,Zygnemophyceae_X,Zygnemophyceae_XX,Micrasterias,Micrasterias_fimbriata,9183
46981,Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade_C,Ochromonas,Ochromonas_danica,46981
4908,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Corallinales,Corallinales_X,Haliptilon,Haliptilon_roseum,4908
47854,Eukaryota,Stramenopiles,Pseudofungi,Oomycota,Oomycota_X,Saprolegniales,Aplanopsis,Aplanopsis_terrestris,47854
1250,Eukaryota,Alveolata,Ciliophora,Plagiopylea,Plagiopylea_X,Plagiopylida,Parasonderia,Parasonderia_vestita,1250
5044,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Gigartinales,Gigartinales_X,Calliblepharis,Calliblepharis_celatospora,5044
1527,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Holostichidae,Holosticha,Holosticha_multistylata,1527
1588,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Oxytrichidae,Oxytricha,Oxytricha_ferruginea,1588
49000,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gonyaulacales,Goniodomataceae,Fukuyoa,Fukuyoa_sp.,49000
45158,Eukaryota,Rhizaria,Cercozoa,Chlorarachniophyceae,Chlorarachniophyceae_X,NPK2-lineage,NPK2-lineage_X,NPK2-lineage_X_sp.,45158
7753,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Orchis,Orchis_quadripunctata,7753
32,Eukaryota,Alveolata,Apicomplexa,Coccidiomorphea,Eimeriida,Eimeriidae,Cyclospora,Cyclospora_colobi,32
10164,Eukaryota,Hacrobia,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Teleaulax,Teleaulax_amphioxeia,10164
1779,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Amphidinium,Amphidinium_mootonorum,1779
47502,Eukaryota,Stramenopiles,Sagenista,Labyrinthulomycetes,Thraustochytriales,Thraustochytriaceae,Thraustochytrium,Thraustochytrium_aureum,47502
1652,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Trachelostylidae,Trachelostyla,Trachelostyla_pediculiformis,1652
9007,Eukaryota,Archaeplastida,Streptophyta,Klebsormidiophyceae,Klebsormidiophyceae_X,Klebsormidiophyceae_XX,Interfilum,Interfilum_sp.,9007
7248,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Leiomylia,Leiomylia_anomala,7248
4445,Eukaryota,Archaeplastida,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,Dione,Dione_arcuata,4445
46005,Eukaryota,Stramenopiles,Ochrophyta,Aurearenophyceae,Aureanales,Aurearenaceae,Aurearena,Aurearena_cruciata,46005
10149,Eukaryota,Hacrobia,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Rhinomonas,Rhinomonas_sp.,10149
47275,Eukaryota,Stramenopiles,Ochrophyta,Phaeophyceae,Phaeophyceae_X,Phaeophyceae_XX,Lessonia,Lessonia_sp.,47275
46490,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,Amphora,Amphora_fogediana,46490
7465,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Megaceros,Megaceros_tosanus,7465
50377,Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,Urosporidae,Difficilina,Difficilina_tubulani,50377
47288,Eukaryota,Stramenopiles,Ochrophyta,Phaeophyceae,Phaeophyceae_X,Phaeophyceae_XX,Papenfussiella,Papenfussiella_kuromo,47288
47280,Eukaryota,Stramenopiles,Ochrophyta,Phaeophyceae,Phaeophyceae_X,Phaeophyceae_XX,Myrionema,Myrionema_strangulans,47280
952,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Peniculia,Parameciidae,Paramecium,Paramecium_tetraurelia,952
2118,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Thoracosphaeraceae,Apocalathium,Apocalathium_malmogiense,2118
1479,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Euplotia,Euplotidae,Euplotes,Euplotes_rariseta,1479
1963,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Amphidiniopsidaceae,Islandinium,Islandinium_minutum,1963
47196,Eukaryota,Stramenopiles,Ochrophyta,Pelagophyceae,Pelagophyceae_X,Pelagophyceae_XX,Pelagophyceae_XXX,Pelagophyceae_XXX_sp.,47196
2460,Eukaryota,Amoebozoa,Conosa,Mycetozoa-Dictyostelea,Dictyosteliida,Dictyosteliida-Group-I,Dictyostelium-Group-I,Dictyostelium_deminutivum,2460
47169,Eukaryota,Stramenopiles,Ochrophyta,Eustigmatophyceae,Eustigmatophyceae_X,Eustigmatophyceae_XX,Nannochloropsis,Nannochloropsis_sp.,47169
47575,Eukaryota,Stramenopiles,Sagenista,MAST-7,MAST-7D,MAST-7D_X,MAST-7D_XX,MAST-7D_XX_sp.,47575
1898,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gonyaulacales,Goniodomataceae,Gambierdiscus,Gambierdiscus_sp.,1898
7499,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Metzgeria,Metzgeria_conjugata,7499
375,Eukaryota,Alveolata,Apicomplexa,Coccidiomorphea,Haemosporida,Plasmodiidae,Hepatocystis,Hepatocystis_sp.,375
46253,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Cyclotella,Cyclotella_striata,46253
1889,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gonyaulacales,Pyrophacaceae,Fragilidium,Fragilidium_sp.,1889
210,Eukaryota,Alveolata,Apicomplexa,Coccidiomorphea,Eimeriida,Sarcocystidae,Cystoisospora,Cystoisospora_suis,210
47685,Eukaryota,Stramenopiles,Pseudofungi,Oomycota,Oomycota_X,Peronosporales,Lagenidium,Lagenidium_callinectes,47685
2079,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Prorocentrum_texanum,2079
47341,Eukaryota,Stramenopiles,Ochrophyta,Pinguiophyceae,Pinguiochrysidales,Pinguiochrysidaceae,Pinguiochrysidaceae_X,Pinguiochrysidaceae_X_sp.,47341
5619,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Andreaea,Andreaea_rupestris,5619
46657,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,Entomoneis,Entomoneis_sp.,46657
47450,Eukaryota,Stramenopiles,Opalozoa,Bicoecea,Pseudodendromonadales,Pseudodendromonadales_X,Pseudodendromonadales_XX,Pseudodendromonadales_XX_sp.,47450
1900,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gonyaulacales,Goniodomataceae,Fukuyoa,Fukuyoa_yasumotoi,1900
45860,Eukaryota,Rhizaria,Radiolaria,Acantharea,Arthracanthida-Symphyacanthida,Arthracanthida-Symphyacanthida_X,Amphibelone,Amphibelone_cultellata,45860
47323,Eukaryota,Stramenopiles,Ochrophyta,Phaeophyceae,Phaeophyceae_X,Phaeophyceae_XX,Stschapovia,Stschapovia_flagellaris,47323
9087,Eukaryota,Archaeplastida,Streptophyta,Zygnemophyceae,Zygnemophyceae_X,Zygnemophyceae_XX,Cosmarium,Cosmarium_elegantissimum,9087
9233,Eukaryota,Archaeplastida,Streptophyta,Zygnemophyceae,Zygnemophyceae_X,Zygnemophyceae_XX,Spirogyra,Spirogyra_sp.,9233
5240,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Halymeniales,Halymeniales_X,Corynomorpha,Corynomorpha_clavata,5240
49381,Eukaryota,Alveolata,Ciliophora,Plagiopylea,Plagiopylea_X,Plagiopylida,Sonderia,Sonderia_sp.,49381
2166,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Thoracosphaeraceae,Luciella,Luciella_sp.,2166
49068,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Thoracosphaeraceae,Scrippsiella,Scrippsiella_acuminata,49068
628,Eukaryota,Alveolata,Ciliophora,Heterotrichea,Heterotrichea_X,Stentoridae,Stentor,Stentor_sp.,628
10116,Eukaryota,Hacrobia,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Cryptomonas,Cryptomonas_obovoidea,10116
3003,Eukaryota,Apusozoa,Hilomonadea,Planomonadida,Planomonadidae,Planomonadidae_X,Micronuclearia,Micronuclearia_podoventralis,3003
45260,Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Thaumatomonadida,Peregriniidae,Peregrinia,Peregrinia_clavideferens,45260
10174,Eukaryota,Hacrobia,Cryptophyta,Cryptophyceae,Goniomonadales,Goniomonadales_X,Goniomonas,Goniomonas_sp.,10174
1514,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Halteriidae,Meseres,Meseres_corlissi,1514
47304,Eukaryota,Stramenopiles,Ochrophyta,Phaeophyceae,Phaeophyceae_X,Phaeophyceae_XX,Saccharina,Saccharina_japonica,47304
7649,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Nothoceros,Nothoceros_giganteus,7649
46318,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Radial-centric-basal-Coscinodiscophyceae,Rhizosolenia,Rhizosolenia_robusta,46318
1580,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Oxytrichidae,Histriculus,Histriculus_histrio,1580
1577,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Oxytrichidae,Gonostomum,Gonostomum_strenuum,1577
46362,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Thalassiosira,Thalassiosira_guillardii,46362
2435,Eukaryota,Amoebozoa,Conosa,Archamoebea,Archamoebea_X,Entamoebidae,Entamoeba,Entamoeba_struthionis,2435
2159,Eukaryota,Alveolata,Dinoflagellata,Oxyrrhea,Oxyrrhinales,Oxyrrhinaceae,Oxyrrhis,Oxyrrhis_marina,2159
45414,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Protaspa-lineage,Protaspa-lineage_X,Protaspa-lineage_X_sp.,45414
2083,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gonyaulacales,Protoceratiaceae,Protoceratium,Protoceratium_reticulatum,2083
5063,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Gigartinales,Gigartinales_X,Claviclonium,Claviclonium_ovatum,5063
47513,Eukaryota,Stramenopiles,Sagenista,Labyrinthulomycetes,Thraustochytriales,Thraustochytriaceae,Ulkenia,Ulkenia_visurgensis,47513
5196,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Gracilariales,Gracilariales_X,Gracilaria,Gracilaria_cornea,5196
1637,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Pseudokeronopsidae,Thigmokeronopsis,Thigmokeronopsis_stoecki,1637
4562,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Batrachospermales,Batrachospermales_X,Balliopsis,Balliopsis_prieurii,4562
49266,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Oligohymenophorea_X,Oligohymenophorea_XX,Cardiostomatella,Cardiostomatella_sp.,49266
1550,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Oxytrichidae,Oxytricha,Oxytricha_sp.,1550
45428,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Rhogostoma-lineage,Rhogostoma,Rhogostoma_minus,45428
2085,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium_abei,2085
47458,Eukaryota,Stramenopiles,Sagenista,Labyrinthulomycetes,Labyrinthulales,Labyrinthulaceae,Aplanochytrium,Aplanochytrium_sp.,47458
4552,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Acrochaetiales,Acrochaetiales_X,Rhodochorton,Rhodochorton_purpureum,4552
1094,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Scuticociliatia_1,Philasterida,Uronema,Uronema_heteromarinum,1094
7073,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Huperzia,Huperzia_lucidula,7073
45191,Eukaryota,Rhizaria,Cercozoa,Filosa-Granofilosea,Limnofilida,Limnofilidae,Limnofilidae_X,Limnofilidae_X_sp.,45191
47237,Eukaryota,Stramenopiles,Ochrophyta,Phaeophyceae,Phaeophyceae_X,Phaeophyceae_XX,Dictyopteris,Dictyopteris_divaricata,47237
543,Eukaryota,Alveolata,Ciliophora,Colpodea,Colpodea_X,Colpodida,Colpoda,Colpoda_henneguyi,543
50689,Eukaryota,Alveolata,Apicomplexa,Coccidiomorphea,Piroplasmorida,Theileriidae,Theileria5,Theileria5_mutans,50689
10148,Eukaryota,Hacrobia,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Rhinomonas,Rhinomonas_pauca,10148
2515,Eukaryota,Amoebozoa,Conosa,Mycetozoa-Dictyostelea,Dictyosteliida,Dictyosteliida-Group-III,Dictyostelium-Group-III,Dictyostelium_minutum,2515
2261,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-4,Dino-Group-I-Clade-4_X,Dino-Group-I-Clade-4_X_sp.,2261
48779,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Strombidiida,Tontoniidae_A,Laboea,Laboea_sp.,48779
1162,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Hymenostomatia,Tetrahymenida,Tetrahymena,Tetrahymena_patula,1162
5035,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Gigartinales,Gigartinales_X,Amphiplexia,Amphiplexia_hymenocladioides,5035
46311,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Pleurosira,Pleurosira_laevis,46311
4658,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,Ceramium,Ceramium_rubrum,4658
1956,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,Heterocapsa_triquetra,1956
4518,Eukaryota,Archaeplastida,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,Wildemania,Wildemania_miniata,4518
1827,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gonyaulacales,Protoceratiaceae,Ceratocorys,Ceratocorys_horrida,1827
5305,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Plocamiales,Plocamiales_X,Sarcodia,Sarcodia_montagneana,5305
